Species1.fasta,Species10.fasta,Species11.fasta,Species12.fasta,Species13.fasta,Species14.fasta,Species15.fasta,Species16.fasta,Species17.fasta,Species18.fasta,Species19.fasta,Species2.fasta,Species20.fasta,Species21.fasta,Species22.fasta,Species23.fasta,Species24.fasta,Species25.fasta,Species26.fasta,Species27.fasta,Species28.fasta,Species29.fasta,Species3.fasta,Species30.fasta,Species31.fasta,Species32.fasta,Species33.fasta,Species4.fasta,Species5.fasta,Species6.fasta,Species7.fasta,Species8.fasta,Species9.fasta
0.944421745,0.954079473,0.937006293,0.930119057,0.935579536,0.928058693,0.923912941,0.933161108,0.948261845,0.912201156,0.938780278,0.396688666,0.95972773,0.000707979,0.914332626,0.947652138,0.92161727,0.95315987,0.926744858,0.924786618,0.935917925,0.953581429,0.948702317,0.954591005,0.937468197,0.913835534,0.950589593,0.939817349,0.932318312,0.961468724,0.778602393,0.952625946,0.93011867
0.939296173,0.94588559,0.923338513,0.922928974,0.920688855,0.918887937,0.915484539,0.926322947,0.942264613,0.610006241,0.934612683,0.913544018,0.955694318,0.914332626,0.000701451,0.941619409,0.919341898,0.944774676,0.914835885,0.919896894,0.920612017,0.945248824,0.94425077,0.944688202,0.921390667,0.617782546,0.944569897,0.932481657,0.923109994,0.9544318,0.929993719,0.951594488,0.927361918
0.95183057,0.947498511,0.944438441,0.938994576,0.947320118,0.939251422,0.936507564,0.930318222,0.536455568,0.93175906,0.478619274,0.946054686,0.952679328,0.947652138,0.941619409,0.000670303,0.930355809,0.940487173,0.939088544,0.939345389,0.942490176,0.944881799,0.63267295,0.946966365,0.939144925,0.937190396,0.630986857,0.943505028,0.946950512,0.954749853,0.947603933,0.914791324,0.930562538
0.944616795,0.940468147,0.890801419,0.892557108,0.888582229,0.888245136,0.87438924,0.733284716,0.933118032,0.939806207,0.931553955,0.923801347,0.948778253,0.92161727,0.919341898,0.930355809,0.000702276,0.951624631,0.882739296,0.884698645,0.890394099,0.93891765,0.937591695,0.93746152,0.886840585,0.922846253,0.935853183,0.732976428,0.884614372,0.947247208,0.935454298,0.937253495,0.333361497
0.942078239,0.749978018,0.942943555,0.947716751,0.944774676,0.940788638,0.934820747,0.952048915,0.944322478,0.96299098,0.942887728,0.950061479,0.941648372,0.95315987,0.944774676,0.940487173,0.951624631,0.000658757,0.942586263,0.942837484,0.942926807,0.859672213,0.943189193,0.859465653,0.942000081,0.94574048,0.941799104,0.945746063,0.946248505,0.367854337,0.952696507,0.953483666,0.946544387
0.920498989,0.939126099,0.715246738,0.707711695,0.554919595,0.641727305,0.611054873,0.900730685,0.939410315,0.914633431,0.929610324,0.927794231,0.95125814,0.926744858,0.914835885,0.939088544,0.882739296,0.942586263,0.000711435,0.613575171,0.712561256,0.946000077,0.941635791,0.942490783,0.714198331,0.906996853,0.942692918,0.903657573,0.678111442,0.944765258,0.943040142,0.943895835,0.892080801
0.919556691,0.93996334,0.712272965,0.676937553,0.610693029,0.626115184,0.260121161,0.901556857,0.941456429,0.915006557,0.92982213,0.930522995,0.950579192,0.924786618,0.919896894,0.939345389,0.884698645,0.942837484,0.613575171,0.00072195,0.710325643,0.946757066,0.942766922,0.943171348,0.715772752,0.912045478,0.944733905,0.906298153,0.653134681,0.948099136,0.945177691,0.946623606,0.891981399
0.930416565,0.943577021,0.298665239,0.739549334,0.730365789,0.721789462,0.709573133,0.904276869,0.942360825,0.920443981,0.934799571,0.934081939,0.950981958,0.935917925,0.920612017,0.942490176,0.890394099,0.942926807,0.712561256,0.710325643,0.000723286,0.945489684,0.944749441,0.94254269,0.297778258,0.919859507,0.947783236,0.908622133,0.717405082,0.948099136,0.946602724,0.946778946,0.896427986
0.939032345,0.867628864,0.949463872,0.951012257,0.948936274,0.944824452,0.940517648,0.939267471,0.944618001,0.940511913,0.935092566,0.952629459,0.933882532,0.953581429,0.945248824,0.944881799,0.93891765,0.859672213,0.946000077,0.946757066,0.945489684,0.000665232,0.943666031,0.209398983,0.94688323,0.942352771,0.942949186,0.952325516,0.948959213,0.868307574,0.95473985,0.950215125,0.939972846
0.956486441,0.945187298,0.94298585,0.945758945,0.945430552,0.942639213,0.934946309,0.936606517,0.642512569,0.937330197,0.62879305,0.947911741,0.953254708,0.948702317,0.94425077,0.63267295,0.937591695,0.943189193,0.941635791,0.942766922,0.944749441,0.943666031,0.000681111,0.942046685,0.941952021,0.940930355,0.134024799,0.947206305,0.944457536,0.952165672,0.945892734,0.915437348,0.938826209
0.940823974,0.869572239,0.950225005,0.947329718,0.94989049,0.941464167,0.941302677,0.939728149,0.947104785,0.939359029,0.933193568,0.953685507,0.936315527,0.954591005,0.944688202,0.946966365,0.93746152,0.859465653,0.942490783,0.943171348,0.94254269,0.209398983,0.942046685,0.000663263,0.945299557,0.941648727,0.942929113,0.95113627,0.950640265,0.869812647,0.958472534,0.953183734,0.938482368
0.932142116,0.947843257,0.238155942,0.742197487,0.734977846,0.727424883,0.713964295,0.903329949,0.937691322,0.922823248,0.930744109,0.935524993,0.954112024,0.937468197,0.921390667,0.939144925,0.886840585,0.942000081,0.714198331,0.715772752,0.297778258,0.94688323,0.941952021,0.945299557,0.000702106,0.922177878,0.945572167,0.907409622,0.720290346,0.952000966,0.947038834,0.948400697,0.891610297
0.936069891,0.942265753,0.920343033,0.920768492,0.916798646,0.915401594,0.903664693,0.930930444,0.940423751,0.214235025,0.936163851,0.916366629,0.953329507,0.913835534,0.617782546,0.937190396,0.922846253,0.94574048,0.906996853,0.912045478,0.919859507,0.942352771,0.940930355,0.941648727,0.922177878,0.000684456,0.94013561,0.932730895,0.917216925,0.949661004,0.93063867,0.9510974,0.929250558
0.955625242,0.945553944,0.946416504,0.944800723,0.947224395,0.943227462,0.938586647,0.936339132,0.646664794,0.936940494,0.623813031,0.949016332,0.950510146,0.950589593,0.944569897,0.630986857,0.935853183,0.941799104,0.942692918,0.944733905,0.947783236,0.942949186,0.134024799,0.942929113,0.945572167,0.94013561,0.000680329,0.948293483,0.947722493,0.951188794,0.948305632,0.91635447,0.937420369
0.948480067,0.952312648,0.911296393,0.913492386,0.909854852,0.905671689,0.89674626,0.61094773,0.944599364,0.929383017,0.933105123,0.939110051,0.958116667,0.939817349,0.932481657,0.943505028,0.732976428,0.945746063,0.903657573,0.906298153,0.908622133,0.952325516,0.947206305,0.95113627,0.907409622,0.932730895,0.948293483,0.000700562,0.908568243,0.956533222,0.947272244,0.949345164,0.735674915
0.9254578,0.950539667,0.721215991,0.696105111,0.680597701,0.690987367,0.653911637,0.903317239,0.945599972,0.915173089,0.933173648,0.932811403,0.949595292,0.932318312,0.923109994,0.946950512,0.884614372,0.946248505,0.678111442,0.653134681,0.717405082,0.948959213,0.944457536,0.950640265,0.720290346,0.917216925,0.947722493,0.908568243,0.000697675,0.957163648,0.951879032,0.950364195,0.892153696
0.945361608,0.745408464,0.956828557,0.953267498,0.955516588,0.946202177,0.944089396,0.946054509,0.956226528,0.948803396,0.943118198,0.958316591,0.942453694,0.961468724,0.9544318,0.954749853,0.947247208,0.367854337,0.944765258,0.948099136,0.948099136,0.868307574,0.952165672,0.869812647,0.952000966,0.949661004,0.951188794,0.956533222,0.957163648,0.000664504,0.96375189,0.96316122,0.948581895
0.956971068,0.955410902,0.952266002,0.948500721,0.954292989,0.943513106,0.941989794,0.934932196,0.951240224,0.928261567,0.936369514,0.773633204,0.95216724,0.778602393,0.929993719,0.947603933,0.935454298,0.952696507,0.943040142,0.945177691,0.946602724,0.95473985,0.945892734,0.958472534,0.947038834,0.93063867,0.948305632,0.947272244,0.951879032,0.96375189,0.000694089,0.951270936,0.935497295
0.96051722,0.95616642,0.949885747,0.948121084,0.94878594,0.946704383,0.942963795,0.937533107,0.914741615,0.9478539,0.904010725,0.953974297,0.9633929,0.952625946,0.951594488,0.914791324,0.937253495,0.953483666,0.943895835,0.946623606,0.946778946,0.950215125,0.915437348,0.953183734,0.948400697,0.9510974,0.91635447,0.949345164,0.950364195,0.96316122,0.951270936,0.000683496,0.936663203
0.943339148,0.941065297,0.895440592,0.900192012,0.896606909,0.896103272,0.882597841,0.727260017,0.933342527,0.929641539,0.92996541,0.929740942,0.94981969,0.93011867,0.927361918,0.930562538,0.333361497,0.946544387,0.892080801,0.891981399,0.896427986,0.939972846,0.938826209,0.938482368,0.891610297,0.929250558,0.937420369,0.735674915,0.892153696,0.948581895,0.935497295,0.936663203,0.000695815
